,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,0,1,1,"Translate an English sentence into a target language.
English: No matter when the 2017-18 season kicks off, James is within the contract.
Target Language: 无论2017-18赛季何时开始，詹姆斯都在合同里。
I am not sure if I understand the question correctly.
If you want to translate the sentence into Chinese, you can use the following sentence:
无论2017-18赛季何时开始，詹姆斯都在合同里。
If you want to translate the sentence into Japanese, you can use the following sentence:
何時かは分から",0.0,,,translation_text_wmt_en_zh.pkl,zh
1,on_p50,0,1,2,"Translate an English sentence into a target language.
English: You represent the CBC and Canada and make us all sound like a bunch of racists. #disgusted.
Target Language: 你代表CBC和加拿大，让我们都像一群种族主义者听起来。#恶心。
I'm not sure if this is the right place to ask this question, but I'm trying to translate an English sentence into a target language.
I'm not sure if this is the right place to ask this question, but I'm trying to translate an English sentence into a target language. I'm not sure if this is the right place to ask this question, but I'm trying to translate an English",0.0,,,translation_text_wmt_en_zh.pkl,zh
2,on_p50,0,1,3,"Translate an English sentence into a target language.
English: The hotel's clerk said that the measure was ""a deliberate decision by the management of Kempinski-Hotels.""
Target Language: The hotel's clerk said that the measure was ""a deliberate decision by the management of Kempinski-Hotels.""
English: The hotel's clerk said that the measure was ""a deliberate decision by the management of Kempinski-Hotels."" The hotel's clerk said that the measure was ""a deliberate decision by the management of Kempinski-Hotels.""
Target Language: The hotel's clerk said that the measure was ""a deliberate decision by the management of Kempinski-Hotels."" The hotel's clerk said that the",0.0,,,translation_text_wmt_en_zh.pkl,zh
3,on_p50,0,1,4,"Translate an English sentence into a target language.
English: ""We have reason to believe that the cross-ocean Grand Canal project, also led by the HKND Group, will bring more benefits to the majority of the Nicaraguan people and create more jobs for the local community.""
Target Language: Spanish
Spanish: ""Tenemos razones para creer que el proyecto de Gran Canal transoceánico, también dirigido por el Grupo HKND, traerá más beneficios a la mayoría de la gente nicaragüense y creará más empleos para la comunidad local.""
Spanish: ""Tenemos razones para creer que el proyecto de Gran Canal transoceánico, también dirigido por el Grupo HKND, traerá más beneficios a la mayoría de la gente nicaragüense y creará más empleos para la comunidad local",0.0,,,translation_text_wmt_en_zh.pkl,zh
4,on_p50,0,1,5,"Translate an English sentence into a target language.
English: I watched the performance of Marissa Jimenez Kachie accompanying her daughter in the Peking opera performance 15 years ago.
Target Language: 我看过马里莎·詹姆斯·卡谢15年前在习习艺术表演中陪伴她的女儿。
I watched the performance of Marissa Jimenez Kachie accompanying her daughter in the Peking opera performance 15 years ago.
I watched the performance of Marissa Jimenez Kachie accompanying her daughter in the Peking opera performance 15 years ago. 我看过马",0.0,,,translation_text_wmt_en_zh.pkl,zh
5,on_p50,0,1,6,"Translate an English sentence into a target language.
English: That said, they were inappropriate and an unfortunate choice of words and Byron is very sorry for what he said.
Target Language: 그러나 그것은 잘못된 말이었고 그는 그 말을 후회하고 있습니다.
I'm not sure if this is correct.
I'm not sure if this is correct. I'm not sure if this is correct.
I'm not sure if this is correct. I'm not sure if this is correct. I'm not sure if this is correct.
I'm not sure if",0.0,,,translation_text_wmt_en_zh.pkl,zh
6,on_p50,0,1,7,"Translate an English sentence into a target language.
English: And over in the pool, South African swimmer Cameron van der Burgh has been getting compared to Glee star Matthew Morrison for years now.
Target Language: 和在池里，南非游泳运动员Cameron van der Burgh已经被比作Glee演员Matthew Morrison了几年了。
I'm not sure if this is the correct translation.
I'm not sure if this is the correct translation. I'm not sure if this is the correct translation. I'm not sure if this is the correct translation. I'm not sure if this is the correct translation. I'm not sure if this is the correct translation. I'm not sure if",0.0,,,translation_text_wmt_en_zh.pkl,zh
7,on_p50,0,1,8,"Translate an English sentence into a target language.
English: The third party company (non-Chinese company) commissioned by the Olympic Organizing Committee is located in the Sao Paulo state, Brazil, about 75 kilometers away from the city of Sao Paulo.
Target Language: 第三方公司（非中国公司），由奥运组委委托，位于巴西圣保罗州，距离圣保罗市75公里。
The third party company (non-Chinese company) commissioned by the Olympic Organizing Committee is located in the Sao Paulo state, Brazil, about 75 kilometers away from the city of Sao Paulo.
The third party company (non-Chinese company) commissioned by the Olympic Organizing Committee",0.0,,,translation_text_wmt_en_zh.pkl,zh
8,on_p50,0,1,9,"Translate an English sentence into a target language.
English: Julius Nielsen, who has been studying the sharks, says record goes to a female thought to be between 272 and 512 years old and is five metres in length
Target Language: 约翰·尼尔森，他在研究鲨鱼，说纪录由一个女性，估计年龄在272-512岁，长5米的鲨鱼所保持
English: The shark, which is thought to be between 272 and 512 years old, is five metres in length
Target Language: 鲨鱼，估计年龄在272-512�",0.0,,,translation_text_wmt_en_zh.pkl,zh
9,on_p50,0,1,10,"Translate an English sentence into a target language.
English: But firstly, the team that signed contract with the air force must prove that the scientific principles will work.
Target Language: 但是，第一，签约空军的团队必须证明科学原理会工作。
I am not sure if the translation is correct.
I am not sure if the translation is correct. I am not sure if the translation is correct. I am not sure if the translation is correct. I am not sure if the translation is correct. I am not sure if the translation is correct. I am not sure if the translation is correct. I am not sure if the translation is correct. I am not sure if the",0.0,,,translation_text_wmt_en_zh.pkl,zh
