,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,2,1,1,"El actual entrenador de los ‘grises’, Jorge Sampaoli, aseguró que el Papa Francisco es un “justificado” en el proceso de reestructuración de la Secretaría General de la Liga, que es un asunto en el cual deben estar “en el mismo barco”, y para ello, “conciertos a bordo”",0.544259685,,,</s>,de
1,on_p50,2,1,2,"/* This file is part of the KDE project
   Copyright (C) 2003 Michael Wenniger

   This library is free software; you can redistribute it and/or
   modify it under the terms of the GNU Library General Public
   License as published by the Free Software Foundation; either
   version 2 of the License, or (at your option",0.544259685,,,</s>,de
2,on_p50,2,1,3,"#!/usr/bin/env python

# -*- coding: utf-8 -*-
#
# Copyright (c) 2009-2011 contributors
# For a list of copyright holders, please refer to the git repository by the
# git+info and git+copyright authors.
#
# This file is part of Pyclase.
#
#",0.544259685,,,</s>,de
3,on_p50,2,1,4,"Ce projet s'inscrit dans un projet de valorisation du patrimoine andin avec un objectif de gestion patrimoniale et de préservation en milieu urbain du patrimoine culturel immatériel, et en particulier de la vallée de la Grande Etang (Piémont).
Le but principal étant de mettre en valeur les richesses culturelles et patrimoniales de la",0.544259685,,,</s>,de
4,on_p50,2,1,5,"3 12 B.1.1. Détermination des moments limites de propagation des ondes avec le son
DEFINITION DE LA MUSIQUE MUSIQUE POUR DES MODES DE TRACTE SUR LA GIROMETRIE
Les formes de la matière ne sont jamais exactement les mêmes, mais les forces qui lui",0.544259685,,,</s>,de
5,on_p50,2,1,6,"Q:

Verifying if an array doc is empty with python

I have an array like the following
[['foo', 'bar']]

But when I try to run it with python, I get this error:
AttributeError: 'int' object has no attribute 'args'
Expected: an array doc, got '",0.544259685,,,</s>,de
6,on_p50,2,1,7," لكن هذه المدونة غير معتمدة ولا مسجلة في المرسوم الجمهوري رقم 4 لسنة 2009 بشأن تنظيم الصحافة في البلاد. يجب على المدونة أن تكون مصممة بشكل جيد، وأن تكون على نحو تفضيلي، وأن تكون باللغة العربية.
وليس لدي أي آراء حول المدونة لأجل إلغاءها وطرحها على موقع",0.544259685,,,</s>,de
7,on_p50,2,1,8,"A polícia de Santa Catarina anunciou na noite desta segunda-feira ( 7 ) a prisão de três suspeitos de terem assaltado a agência bancária da Rua Santo Amaro, na zona Leste de Florianópolis.
O crime aconteceu durante a madrugada de segunda-feira ( 7 ) e a prisão ocorreu durante o cumprimento de mandado de busca e apreensão",0.544259685,,,</s>,de
8,on_p50,2,1,9,"The two queued up in the middle of the transit lane were being searched, and the suspect was released as he was in the middle of the street.",0.544259685,,,</s>,de
9,on_p50,2,1,10,"The human immune system is controlled by a complex network of interconnected antigen-specific T cell responses. The immune system may therefore be considered to be a system of antigen-specific T cell responses. The immune system comprises humoral and cellular immune responses, both of which can be regulated by antigen-specific T cell immunity. The innate",0.544259685,,,</s>,de
10,on_p50,2,1,11,"Showing 0 - 4 of 5 results for... elbow joint arachnitis. If you are in search of a great Arachnitis treatment in Jaipur then our doctors at Arthritis Group of Jaipur India can help you to get better. Treatments and....
For more information on Arthritis Treatment in Jaipur,",0.544259685,,,</s>,de
11,on_p50,2,1,12,"A garbage collector could possibly be a potential solution when a man or a woman needs to dispose of the trash in his or her household. The fact that the garbage collectors contain papers, iron, and glass glassware will make it simple and very easy to dispose of the trash in your home.",0.544259685,,,</s>,de
12,on_p50,2,1,13,"Por todo esto, lo más recomendable es que confieses tus problemas o que te hagas la correspondiente pregunta. Si tienes dudas o piensas que no sabes cómo afrontar una situación, no dudes en que alguien te ayude. De lo contrario, no será muy práctico.",0.544259685,,,</s>,de
13,on_p50,2,1,14,"9. Privacy Policy. The Owner of is committed to protecting your privacy and privacy information will not be shared with any other party without your prior consent. Please read the privacy policy below.
10. Data Protection. The owner of is committed to protecting your privacy and privacy information will not be shared with anything else. Please",0.544259685,,,</s>,de
14,on_p50,2,1,15,"Q:

How to specify an integer in a Python function?

I want to use the following python function:
def ipu_dialog():
    ipu_dialog = PyDialog()
    ipu_dialog.setInfoText(str(32))
    ipu_dialog.setAutoClose(True)
    ipu_dialog.show()
    return",0.544259685,,,</s>,de
