,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,20,1,1,"El actual entrenador de los colchoneros, Jorge Sampaoli, está viviendo una caída en lo que a jugadas destaca. De hecho, entre los equipos de la máxima categoría del fútbol argentino, es uno de los menos activos. Y no es ajeno a esto que para el argentino es una de las cosas que",0.5439862862499998,,,</s>,fr
1,on_p50,20,1,2,"/* This file is part of the KDE project
   Copyright (C) 2003 Michael W. Christensen

   This library is free software; you can redistribute it and/or
   modify it under the terms of the GNU Library General Public
   License as published by the Free Software Foundation; either
   version 2 of the License, or (at your",0.5439862862499998,,,</s>,fr
2,on_p50,20,1,3,"#!/usr/bin/env python

# -*- coding: utf-8 -*-
#
# Copyright (c) 2009-2011 contributors
# For a list of copyright holders, please refer to the git repository by the
# git+list flag.
#
# This file is part of the PyCAD project.
#
# pyCAD is",0.5439862862499998,,,</s>,fr
3,on_p50,20,1,4,"Ce n’est pas un hasard si aujourd’hui nous sommes plus nombreux à nous inquiéter du climat. La population mondiale semble chaque année en proie aux feux de forêts, et cela depuis des décennies. Alors, que pouvons-nous faire pour soutenir les efforts des écosystèmes?
Il existe des options simples et efficaces pour soutenir les efforts des écosystèmes.",0.5439862862499998,,,</s>,fr
4,on_p50,20,1,5,3 12 B.1.1. Détermination des moments limites de propagation dans le tableau périodique des composés pyrochloreux. Schéma de principe de la méthode de détermination des moments limites de propagation dans le tableau périodique des composés pyrochloreux. Schéma de principe de la méthode de détermination des moments,0.5439862862499998,,,</s>,fr
5,on_p50,20,1,6,"En las elecciones a las Cortes Generales de este domingo, se ha preferido celebrar la investidura de Mariano Rajoy como presidente del Gobierno en una sociedad donde hay unanimidad, cuyo rumbo no es el del diálogo. Independientemente de los resultados que se obtengan en la votación del 7 de noviembre, los ciudadanos que votaron a favor de Rajoy",0.5439862862499998,,,</s>,fr
6,on_p50,20,1,7,"Neuromorphisms
Neurotransmitters present in many biological systems such as the gastrointestinal tract are known to play a key role in the regulation of the neural networks involved in the regulation of digestion and absorption. Stimulation of gastrointestinal neurons by gastrointestinal hormones, such as gastric juice and bile, is found",0.5439862862499998,,,</s>,fr
7,on_p50,20,1,8,"A polícia de Santa Catarina anunciou na noite desta segunda-feira ( 7 ) um balanço para o estado e a região no ano de 2020.
O balanço é resultado de estudos feitos no ano anterior e apresentados pela polícia.No ano de 2019 o estado recebeu pela primeira vez números da Polícia Civil.No ano de 2020, a polícia chegou",0.5439862862499998,,,</s>,fr
8,on_p50,20,1,9,"The two queued up in the middle of the transit lane, they searched, and found this woman in a bus with her five boys and two girls.",0.5439862862499998,,,</s>,fr
9,on_p50,20,1,10,"The human immune system is controlled by a complex network of interconnected antigen-specific T cell responses. The immune system may therefore be considered to be a system of antigen-specific T cell responses. The immune system comprises humoral and cellular immune responses, both of which can be regulated by antigen-specific T cell immunity. The innate",0.5439862862499998,,,</s>,fr
10,on_p50,20,1,11,Showing 0 - 4 of 5 results for... We are an online pharmacy that can help you find and enjoy the best medicines available. We provide fast delivery to your doorstep with convenient payment options. Our online pharmacy places our patients at ease so that they can focus on their important duties. Pharmacy - online,0.5439862862499998,,,</s>,fr
