,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,20,1,1,Hast du einen Auftritt in dieser Kategorie?,0.5442624044999999,,,,de
1,on_p50,20,1,2,Upgrade to the Gold Edition,0.5442624044999999,,,,de
2,on_p50,20,1,3,日本語が含まれない投稿は無視されますのでご注意ください。(スパム対策),0.5442624044999999,,,,de
3,on_p50,20,1,4,"“I have to admit, my reaction was, ‘I’m not even going to join the party.’” Ukip’s 58-year-old leader, who is a multiple-millionaire, campaigned on the platform as the White House’s chief of staff, in response to the election.",0.5442624044999999,,,,de
4,on_p50,20,1,5,,0.5442624044999999,,,,de
5,on_p50,20,1,6,A one-time Compliance Adjustment Bulletin was sent to every subscriber in the last three months of this year.,0.5442624044999999,,,,de
6,on_p50,20,1,7,,0.5442624044999999,,,,de
7,on_p50,20,1,8,2ch - DVD - Serien - Games - Comic Shop - PSP - Winx Club - Winx Club 2 - Winx Club 2 Deluxe - Winx Club 2 - Winx Club 2 HD - Winx Club 2 (PC),0.5442624044999999,,,,de
8,on_p50,20,1,9,We're all just a mess,0.5442624044999999,,,,de
9,on_p50,20,1,10,"Interview with UBS, Sales Director Timo Santoro (August 2017)",0.5442624044999999,,,,de
10,on_p50,20,1,11,"Next post: „Hey, Du... Wie geht es Euch?“",0.5442624044999999,,,,de
11,on_p50,20,1,12,"Труп, пойманный на тайной камере, найден мертвым в Австралии",0.5442624044999999,,,,de
12,on_p50,20,1,13,,0.5442624044999999,,,,de
13,on_p50,20,1,14,吉林大学附属红山学院官网展厅_湖北华中医药大学影像艺术学,0.5442624044999999,,,,de
14,on_p50,20,1,15,Male Nachname: (A-Z),0.5442624044999999,,,,de
15,on_p50,20,1,16,008453 - Accounting procedure for a firm of professional services with office in Vienna,0.5442624044999999,,,,de
16,on_p50,20,1,17,These are four reasons why you should set a bedroom up as an office or a study.,0.5442624044999999,,,,de
17,on_p50,20,1,18,"科学家们建议,使用电视机当作吸烟器,以防产生烟雾。",0.5442624044999999,,,,de
18,on_p50,20,1,19,_ How to find the right m5a test helper,0.5442624044999999,,,,de
19,on_p50,20,1,20,"Die User sind alle willkommen, vom Weihmaul bis zum Herrchen, vom Beamten bis hin zur Politik. Das ist eine Plattform, die sich kritisch mit den Themen auseinandersetzt und mit unterschiedlichen Themen auseinandersetzt.",0.5442624044999999,,,,de
20,on_p50,20,1,21,もっとも、何回も何度も試合の途中でフォームを正してからのプレイに戻したほうが良い。,0.5442624044999999,,,,de
21,on_p50,20,1,22,ดูหนังออนไลน์ The Da Vinci Code แรงกว่านรก 3,0.5442624044999999,,,,de
22,on_p50,20,1,23,နဲ့ ဖုန်း ကိုင်ထားပါ မည်။,0.5442624044999999,,,,de
